Raw ERP/Planning Export - intentionally messy,,,,,,,,
,,,,,,,,
Date,Dept,Account,Vendor / Customer,Amount EUR,Source,Owner,Status,Manual note
15 Feb-26,Marketing,Customer appr.,Amazon gift c.,"8,060",Pos,M. Chen,needs mapping,Map to GL 6100
01/2/26,R&D,Payroll - eng,Payroll,"9,191",Pos,TBD,needs mapping,Timing issue
01/4/26,Revenue,Revenue,Corp. clients,"5,482",Pos,TBD,accrual,Vendor invoice late
01/4/26,Services,Prof services,Implementation clients,"2,365",cash,M. Chen,late invoice,Ask owner
01/1/26,Sales,Sales commission,Payroll,"4,192",cash,Andres,Posted,One-off item
2026-03-28,Marketing,Events & webinars,Various,"(8,350)",Pos,Andres,,Map to GL 6100
15 Apr-26,G&A,Office rent,Landlord,"4,905",manual Entry,Alex - FP&A,accrual,One-off item
2026-02-26,Marketing,Events & webinars,Various,470,cash,M. Chen,needs mapping,Vendor invoice late
2026-04-01,Marketing,Events & webinars,Various,"8,714",Pos,TBD,accrual,Map to GL 6100
2026-04-01,R&D,AI automation,n8n,"5,009",Check,Erikfinance ops,accrual,Check sign
2026-03-28,G&A,Accounting fees,Jason CPA,"(8,390)",cash,TBD,needs mapping,One-off item
2026-03-28,Revenue,Revenue,Retail Customer,"5,453",Check,TBD,late invoice,Check sign
01/2/26,Sales,Payroll - sales,Payroll,"(9,569)",manual Entry,Andres,manual adj,Map to GL 6100
2026-02-26,Marketing,Google Ads,Google / LinkedIn,"(4,073)",Check,TBD,needs mapping,Check sign
2026-01-25,COGS,Materials,Home Depot,782,cash,M. Chen,posted,Timing issue
2026-01-25,Marketing,Customer appr.,Amazon gift c.,"2,978",cash,Erikfinance ops,late invoice,Timing issue
25 Mar-26,R&D,Payroll - eng,Payroll,"7,456",manual Entry,Alex - FP&A,posted,Check sign
01-Jan-26,Mktg,Customer appr.,Amazon gift c.,"2,373",Check,Alex - FP&A,,Ask owner
2026-02-26,R&D,Payroll - eng,Payroll,"(9,397)",ERP,Alex - FP&A,accrual,Map to GL 6100
01/1/26,Marketing,Google Ads,Google / LinkedIn,"5,898",Check,Erikfinance ops,manual adj,
25 Mar-26,Marketing,Events & webinars,Various,"8,630",cash,Alex - FP&A,needs mapping,One-off item
2026-03-28,R&D,AI automation,n8n,"1,535",Check,M. Chen,needs mapping,Ask owner
2026-04-01,G&A,Office rent,Landlord,"8,903",cash,M. Chen,needs mapping,Check sign
15 Feb-26,Mktg,Paid media,Google / LinkedIn,"(6,403)",Pos,TBD,manual adj,Map to GL 6100
25 Mar-26,Sales,Sales commission,Payroll,"9,801",manual Entry,,needs mapping,Map to GL 6100
01/3/26,R&D,AI automation,n8n,"6,974",ERP,M. Chen,,
2026-02-26,Services,Prof services,Implementation clients,"2,602",Check,Erikfinance ops,needs mapping,
2026-01-25,COGS,Cloud hosting,AWS / Datadog,"(7,056)",manual Entry,Erikfinance ops,posted,Vendor invoice late
01/2/26,G&A,Legal fees,Buchalter,759,cash,Alex - FP&A,manual adj,Map to GL 6100
01-Jan-26,COGS,Cloud hosting,AWS / Datadog,"(5,402)",cash,M. Chen,Posted,One-off item
2026-01-25,G&A,Office rent,Landlord,"5,076",cash,Alex - FP&A,,Timing issue
15 Feb-26,Services,Prof services,Implementation clients,"4,964",Pos,Alex - FP&A,posted,Vendor invoice late
01-Jan-26,Sales,Payroll - sales,Payroll,"8,205",Check,Andres,late invoice,Vendor invoice late
15 Apr-26,G&A,Office rent,Landlord,"6,864",Pos,,Posted,Check sign
25 Mar-26,Marketing,Google Ads,Google / LinkedIn,"(3,375)",Check,TBD,manual adj,Vendor invoice late
01/1/26,Revenue,Subscr. revenue,Corp. clients,"4,199",ERP,Erikfinance ops,manual adj,One-off item
2026-01-25,COGS,Cloud hosting,AWS / Datadog,"4,417",Check,TBD,late invoice,Ask owner
25 Mar-26,Services,Support tools,Zendesk / Gainsight,"9,403",Check,Andres,Posted,Check sign
25 Mar-26,Revenue,Subscr. revenue,Corp. clients,"6,025",cash,TBD,manual adj,Ask owner
01-Jan-26,Services,Prof services,Implementation clients,"8,792",ERP,Andres,late invoice,One-off item
15 Apr-26,Sales,CRM / RevOps tools,Salesforce / Outreach,(688),manual Entry,,late invoice,
01-Jan-26,Sales,Sales commission,Payroll,"2,493",cash,Andres,Posted,Map to GL 6100
15 Feb-26,COGS,Payroll - eng,Payroll,"1,761",Pos,M. Chen,needs mapping,Vendor invoice late
2026-02-26,Services,Prof services,Implementation clients,"6,208",cash,M. Chen,manual adj,Timing issue
2026-03-28,Services,Prof services,Implementation clients,"(6,223)",ERP,,posted,Timing issue
01/1/26,COGS,Materials,Johnsons Supply,"4,587",ERP,,accrual,Check sign
01/1/26,Services,Prof services,Implementation clients,"6,746",manual Entry,,late invoice,
01-Jan-26,Mktg,Events & webinars,Various,"5,938",cash,Andres,manual adj,Timing issue
01/2/26,Revenue,Product sales,Corp. clients,"3,139",Pos,Alex - FP&A,late invoice,Map to GL 6100
2026-03-28,R&D,Cloud hosting,AWS / Datadog,"(5,294)",Pos,Erikfinance ops,Posted,Vendor invoice late
01/2/26,COGS,Payroll - eng,Payroll,"8,897",Pos,Erikfinance ops,posted,Check sign
01/2/26,COGS,Payroll - eng,Payroll,549,Check,Alex - FP&A,late invoice,Vendor invoice late
2026-01-25,G&A,Office rent,Landlord,"2,095",cash,Erikfinance ops,accrual,Timing issue
2026-03-28,Services,Support tools,Zendesk / Gainsight,(969),Check,Erikfinance ops,accrual,Map to GL 6100
2026-01-25,COGS,Payroll - eng,Payroll,"1,731",Check,Andres,late invoice,One-off item
2026-03-28,R&D,Cloud hosting,AWS / Datadog,"1,752",ERP,M. Chen,accrual,Ask owner
25 Mar-26,Marketing,Paid media,Google / LinkedIn,"3,880",Pos,Alex - FP&A,accrual,Vendor invoice late
01/1/26,R&D,Cloud hosting,AWS / Datadog,"(1,509)",Pos,,late invoice,Timing issue
01/2/26,Marketing,Events & webinars,Various,"1,971",manual Entry,TBD,posted,Check sign
01-Jan-26,Mktg,Paid media,Google / LinkedIn,"7,682",Pos,Erikfinance ops,late invoice,Ask owner
2026-03-28,G&A,Accounting fees,Jason CPA,"9,198",manual Entry,Alex - FP&A,manual adj,Vendor invoice late
2026-01-25,Revenue,Subscr. revenue,Retail Customer,"(3,149)",cash,,accrual,Check sign
01-Jan-26,Mktg,Paid media,Google / LinkedIn,"2,858",manual Entry,Erikfinance ops,posted,Map to GL 6100
2026-04-01,COGS,Cloud hosting,AWS / Datadog,"(3,256)",cash,Erikfinance ops,manual adj,Vendor invoice late
01/4/26,Marketing,Paid media,Google / LinkedIn,"5,052",manual Entry,M. Chen,,Timing issue
2026-04-01,Services,Support tools,Zendesk / Gainsight,"6,436",cash,M. Chen,posted,
01/4/26,COGS,Payroll - eng,Payroll,"2,962",Check,Erikfinance ops,needs mapping,Map to GL 6100
01/2/26,G&A,Office rent,Landlord,"6,764",manual Entry,,needs mapping,Map to GL 6100
01/4/26,Sales,CRM / RevOps tools,Salesforce / Outreach,"9,271",ERP,,manual adj,Ask owner
01/2/26,Sales,Payroll - sales,Payroll,"6,745",cash,,posted,Ask owner
01/4/26,G&A,Accounting fees,Brandon,"5,523",ERP,Alex - FP&A,Posted,Vendor invoice late
25 Mar-26,G&A,Office rent,Landlord,"8,180",Pos,,accrual,Vendor invoice late
2026-03-28,G&A,Office rent,Landlord,"6,540",cash,,Posted,Map to GL 6100
15 Apr-26,Sales,CRM / RevOps tools,Salesforce / Outreach,"(4,942)",cash,Erikfinance ops,Posted,Ask owner
2026-02-26,R&D,Payroll - eng,Payroll,"(2,148)",manual Entry,Erikfinance ops,manual adj,
01/3/26,Sales,Payroll - sales,Payroll,"6,887",cash,TBD,accrual,
01/1/26,Revenue,Product sales,Corp. clients,"(8,150)",ERP,,posted,Vendor invoice late
2026-04-01,Sales,Payroll - sales,Payroll,567,cash,M. Chen,manual adj,
2026-02-26,Sales,Payroll - sales,Payroll,"7,330",ERP,Andres,late invoice,Map to GL 6100
15 Apr-26,Mktg,Paid media,Google / LinkedIn,"7,090",cash,TBD,late invoice,Ask owner
2026-03-28,Sales,CRM / RevOps tools,Salesforce / Outreach,"7,187",manual Entry,TBD,accrual,Check sign
25 Mar-26,R&D,AI automation,n8n,"3,608",Check,Alex - FP&A,manual adj,Check sign
15 Apr-26,Sales,Payroll - sales,Payroll,"6,246",cash,M. Chen,late invoice,Timing issue
01/3/26,Revenue,Subscr. revenue,Corp. clients,"2,831",cash,Alex - FP&A,manual adj,Map to GL 6100
15 Apr-26,Services,Support tools,Zendesk / Gainsight,"2,554",Check,M. Chen,posted,Timing issue
2026-02-26,COGS,Cloud hosting,AWS / Datadog,781,ERP,TBD,needs mapping,Vendor invoice late
2026-01-25,Services,Support tools,Zendesk / Gainsight,"2,487",Check,Erikfinance ops,needs mapping,One-off item
25 Mar-26,G&A,Legal fees,Europa Law firm,"3,758",manual Entry,M. Chen,Posted,
01-Jan-26,Revenue,Service,Retail Customer,"3,161",Check,TBD,posted,One-off item
01/3/26,COGS,Payroll - eng,Payroll,"8,586",manual Entry,TBD,manual adj,Check sign
2026-02-26,Services,Prof services,Implementation clients,340,ERP,M. Chen,,Timing issue
2026-02-26,Marketing,Customer appr.,Amazon gift c.,"4,145",Pos,Erikfinance ops,posted,Ask owner
15 Feb-26,COGS,Cloud hosting,AWS / Datadog,"4,466",Check,Alex - FP&A,posted,
2026-01-25,G&A,Accounting fees,Jason CPA,"(5,277)",Pos,Alex - FP&A,accrual,Check sign
2026-03-28,COGS,Materials,Walmart,"(3,567)",Check,M. Chen,,Map to GL 6100
01/2/26,Revenue,Service,Retail Customer,"2,359",Pos,TBD,needs mapping,Check sign
01/2/26,Sales,CRM / RevOps tools,Salesforce / Outreach,"6,026",Pos,Andres,accrual,Vendor invoice late
2026-02-26,Sales,Payroll - sales,Payroll,"2,059",Pos,Andres,late invoice,Timing issue
01/4/26,R&D,AI automation,n8n,"9,568",ERP,Erikfinance ops,,Ask owner
2026-04-01,Sales,Payroll - sales,Payroll,62,Pos,Alex - FP&A,manual adj,Vendor invoice late
25 Mar-26,Services,Prof services,Implementation clients,"8,022",cash,,posted,One-off item
01/1/26,Sales,Sales commission,Payroll,806,ERP,Erikfinance ops,posted,Map to GL 6100
2026-03-28,Revenue,Subscr. revenue,Retail Customer,"6,386",Pos,TBD,Posted,Ask owner
25 Mar-26,Sales,CRM / RevOps tools,Salesforce / Outreach,"(5,823)",ERP,Andres,accrual,One-off item
25 Mar-26,G&A,Legal fees,Buchalter,"6,073",Pos,Andres,accrual,Check sign
2026-03-28,Services,Support tools,Zendesk / Gainsight,"2,715",cash,M. Chen,,Timing issue
15 Feb-26,COGS,Materials,Electric house,"1,500",manual Entry,Andres,late invoice,Map to GL 6100
01/2/26,COGS,Materials,Home Depot,(968),Check,TBD,manual adj,
01/3/26,Revenue,Subscr. revenue,Corp. clients,"1,298",ERP,Erikfinance ops,,
01/4/26,Marketing,Events & webinars,Various,"5,397",Pos,Andres,accrual,Vendor invoice late
2026-01-25,Mktg,Events & webinars,Various,"4,123",manual Entry,M. Chen,posted,One-off item
01/2/26,Marketing,Customer appr.,Amazon gift c.,"(5,912)",manual Entry,TBD,manual adj,Check sign
2026-02-26,G&A,Office rent,Landlord,"(5,387)",Check,,posted,Map to GL 6100
2026-03-28,COGS,Payroll - eng,Payroll,"2,285",manual Entry,Alex - FP&A,needs mapping,Vendor invoice late
25 Mar-26,Revenue,Product sales,Retail Customer,"4,705",cash,Alex - FP&A,accrual,
2026-01-25,COGS,Materials,Home Depot,"3,864",manual Entry,Erikfinance ops,,Ask owner
2026-02-26,R&D,Payroll - eng,Payroll,"(3,084)",Pos,TBD,needs mapping,Check sign
2026-01-25,Marketing,Google Ads,Google / LinkedIn,"9,134",cash,M. Chen,,Ask owner
2026-03-28,Services,Prof services,Implementation clients,"(2,730)",Check,M. Chen,late invoice,Check sign
2026-03-28,Marketing,Events & webinars,Various,"8,956",manual Entry,TBD,posted,Check sign
25 Mar-26,G&A,Office rent,Landlord,825,manual Entry,TBD,manual adj,
01/2/26,G&A,Office rent,Landlord,"6,492",manual Entry,,Posted,Vendor invoice late
01/3/26,Revenue,Service,Corp. clients,"1,952",manual Entry,M. Chen,accrual,Check sign
2026-02-26,G&A,Office rent,Landlord,"1,257",Pos,Alex - FP&A,,One-off item
2026-04-01,Sales,Sales commission,Payroll,"9,675",cash,Andres,accrual,Map to GL 6100
15 Apr-26,Revenue,Product sales,Retail Customer,"3,605",manual Entry,Alex - FP&A,manual adj,Map to GL 6100
01-Jan-26,Revenue,Revenue,Corp. clients,"9,602",manual Entry,M. Chen,accrual,Check sign
01-Jan-26,Services,Prof services,Implementation clients,"5,925",Pos,M. Chen,late invoice,Map to GL 6100
01-Jan-26,R&D,AI automation,n8n,"(9,140)",Check,Andres,late invoice,Ask owner
01/4/26,Revenue,Revenue,Retail Customer,"(7,805)",cash,Alex - FP&A,posted,Ask owner
01/2/26,Marketing,Paid media,Google / LinkedIn,"3,604",manual Entry,Erikfinance ops,Posted,
2026-02-26,Sales,Payroll - sales,Payroll,"8,927",ERP,Alex - FP&A,Posted,Timing issue
01/4/26,Revenue,Subscr. revenue,Retail Customer,"7,996",Pos,Alex - FP&A,posted,
15 Apr-26,COGS,Materials,Walmart,813,Pos,Andres,manual adj,One-off item
01/3/26,Marketing,Paid media,Google / LinkedIn,"4,966",cash,Andres,,Check sign
01/1/26,COGS,Payroll - eng,Payroll,"1,067",ERP,Erikfinance ops,posted,Ask owner
2026-01-25,Sales,Payroll - sales,Payroll,"2,039",ERP,M. Chen,Posted,Check sign
2026-01-25,G&A,Office rent,Landlord,"8,994",ERP,M. Chen,Posted,Timing issue
01-Jan-26,Marketing,Events & webinars,Various,417,Pos,Erikfinance ops,late invoice,Timing issue
01/4/26,R&D,Payroll - eng,Payroll,"6,806",Check,,late invoice,Ask owner
01/1/26,Revenue,Subscr. revenue,Retail Customer,"(9,170)",ERP,,accrual,Map to GL 6100
25 Mar-26,G&A,Accounting fees,Brandon,"6,086",cash,Andres,manual adj,Check sign
01/3/26,G&A,Office rent,Landlord,"3,972",Pos,M. Chen,accrual,Vendor invoice late
01/1/26,Sales,Sales commission,Payroll,"5,285",Check,,needs mapping,One-off item
15 Feb-26,Services,Support tools,Zendesk / Gainsight,"(8,906)",Pos,,Posted,Timing issue
2026-01-25,Services,Prof services,Implementation clients,"3,365",Check,,late invoice,Vendor invoice late
25 Mar-26,Mktg,Events & webinars,Various,"2,108",Pos,TBD,Posted,Vendor invoice late
01/4/26,COGS,Materials,Walmart,"2,800",Check,Erikfinance ops,manual adj,Map to GL 6100
01/3/26,G&A,Office rent,Landlord,"4,179",ERP,Erikfinance ops,needs mapping,
2026-04-01,Mktg,Customer appr.,Amazon gift c.,"5,472",ERP,Andres,accrual,Vendor invoice late
01/2/26,Sales,Payroll - sales,Payroll,"5,356",ERP,M. Chen,needs mapping,Check sign
01/3/26,Services,Support tools,Zendesk / Gainsight,"8,044",cash,M. Chen,needs mapping,Ask owner
01/2/26,Sales,Payroll - sales,Payroll,"3,800",ERP,,needs mapping,Map to GL 6100
01-Jan-26,G&A,Legal fees,Buchalter,"1,564",Pos,M. Chen,needs mapping,Check sign
2026-02-26,Marketing,Paid media,Google / LinkedIn,"7,783",manual Entry,Alex - FP&A,,Timing issue
01/4/26,Marketing,Events & webinars,Various,576,Check,Andres,manual adj,Timing issue
2026-01-25,COGS,Cloud hosting,AWS / Datadog,"1,354",cash,,,
25 Mar-26,Marketing,Paid media,Google / LinkedIn,"3,640",Check,Alex - FP&A,accrual,Check sign
15 Apr-26,G&A,Accounting fees,Jason CPA,"3,204",Check,M. Chen,,One-off item
2026-04-01,Sales,CRM / RevOps tools,Salesforce / Outreach,"4,750",ERP,Erikfinance ops,needs mapping,Check sign
01/4/26,Sales,Sales commission,Payroll,"7,516",Pos,Andres,,Timing issue
01/1/26,G&A,Accounting fees,Jason CPA,719,cash,M. Chen,needs mapping,One-off item
2026-01-25,R&D,Payroll - eng,Payroll,"2,927",manual Entry,,,Timing issue
2026-01-25,Services,Support tools,Zendesk / Gainsight,"6,050",ERP,M. Chen,late invoice,
01/3/26,Mktg,Customer appr.,Soccer Ticket,220,Check,M. Chen,needs mapping,Ask owner
01/4/26,R&D,AI automation,n8n,"4,546",ERP,,late invoice,One-off item
2026-04-01,G&A,Accounting fees,Jason CPA,"7,607",Pos,Erikfinance ops,posted,Vendor invoice late
2026-03-28,Mktg,Paid media,Google / LinkedIn,"7,835",Pos,Erikfinance ops,manual adj,
01/1/26,Marketing,Google Ads,Google / LinkedIn,"4,092",cash,M. Chen,manual adj,One-off item
2026-02-26,Sales,Sales commission,Payroll,"1,514",cash,Andres,needs mapping,Map to GL 6100
01/4/26,R&D,Payroll - eng,Payroll,"3,416",cash,Erikfinance ops,needs mapping,One-off item
01/1/26,Mktg,Paid media,Google / LinkedIn,"7,044",cash,Erikfinance ops,accrual,Timing issue
01/3/26,Sales,Payroll - sales,Payroll,"3,418",Pos,Erikfinance ops,posted,Map to GL 6100
01/1/26,R&D,Payroll - eng,Payroll,"8,068",manual Entry,Andres,needs mapping,Check sign
2026-02-26,Mktg,Events & webinars,Various,"(6,340)",cash,Erikfinance ops,Posted,Map to GL 6100
01/2/26,COGS,Cloud hosting,AWS / Datadog,"9,395",cash,TBD,needs mapping,Map to GL 6100
2026-04-01,Mktg,Paid media,Google / LinkedIn,"(7,338)",Pos,Andres,late invoice,Timing issue
2026-03-28,G&A,Legal fees,Europa Law firm,"(5,855)",cash,Andres,Posted,One-off item
15 Feb-26,Sales,CRM / RevOps tools,Salesforce / Outreach,"3,370",ERP,Alex - FP&A,late invoice,Map to GL 6100
01-Jan-26,Revenue,Subscr. revenue,Retail Customer,(710),Pos,Erikfinance ops,posted,Vendor invoice late
25 Mar-26,COGS,Materials,Walmart,"9,285",cash,Alex - FP&A,posted,Timing issue
15 Feb-26,G&A,Legal fees,Europa Law firm,(591),cash,Andres,posted,One-off item
15 Apr-26,R&D,Payroll - eng,Payroll,46,Check,M. Chen,late invoice,Timing issue
01/1/26,Marketing,Events & webinars,Various,"7,635",ERP,M. Chen,posted,
15 Apr-26,Mktg,Paid media,Google / LinkedIn,705,Check,M. Chen,Posted,Map to GL 6100
25 Mar-26,Mktg,Events & webinars,Various,"7,537",Pos,TBD,late invoice,Timing issue
01-Jan-26,Services,Prof services,Implementation clients,901,manual Entry,Erikfinance ops,posted,Check sign
2026-03-28,Mktg,Events & webinars,Various,"2,123",Check,Andres,posted,Timing issue
01/3/26,Revenue,Revenue,Retail Customer,"4,500",ERP,M. Chen,Posted,Ask owner
2026-03-28,Services,Support tools,Zendesk / Gainsight,"5,145",Check,Erikfinance ops,posted,Vendor invoice late
25 Mar-26,Marketing,Google Ads,Google / LinkedIn,"9,684",manual Entry,,,Vendor invoice late
01/2/26,Services,Prof services,Implementation clients,"7,064",ERP,,needs mapping,Ask owner
15 Feb-26,R&D,Cloud hosting,AWS / Datadog,"9,585",Check,Andres,Posted,Check sign
2026-02-26,COGS,Materials,Home Depot,"4,449",Check,Andres,posted,Vendor invoice late
15 Feb-26,Sales,Sales commission,Payroll,"4,135",Check,,needs mapping,Check sign
01/2/26,Mktg,Customer appr.,Soccer Ticket,"7,155",ERP,Alex - FP&A,accrual,Map to GL 6100
01/3/26,COGS,Payroll - eng,Payroll,"7,864",Check,Andres,needs mapping,Timing issue
2026-01-25,G&A,Office rent,Landlord,"5,828",Pos,Andres,manual adj,One-off item
15 Apr-26,Sales,Payroll - sales,Payroll,"5,274",cash,,needs mapping,Ask owner
01/1/26,Sales,Payroll - sales,Payroll,"1,173",cash,TBD,late invoice,Vendor invoice late
25 Mar-26,G&A,Legal fees,Europa Law firm,"(6,606)",manual Entry,Alex - FP&A,needs mapping,Ask owner
2026-02-26,R&D,Cloud hosting,AWS / Datadog,"2,895",cash,Andres,late invoice,One-off item
2026-04-01,Revenue,Revenue,Corp. clients,"9,473",Check,M. Chen,needs mapping,Timing issue
15 Feb-26,G&A,Legal fees,Europa Law firm,"(6,517)",Check,Alex - FP&A,late invoice,Map to GL 6100
01-Jan-26,Sales,Sales commission,Payroll,"2,818",manual Entry,Alex - FP&A,accrual,Ask owner
2026-02-26,R&D,AI automation,n8n,"9,211",ERP,Andres,,Ask owner
01/2/26,Mktg,Paid media,Google / LinkedIn,"2,825",Check,,Posted,Timing issue
15 Apr-26,Mktg,Paid media,Google / LinkedIn,"4,373",manual Entry,M. Chen,manual adj,One-off item
01/2/26,R&D,Cloud hosting,AWS / Datadog,"4,402",cash,Erikfinance ops,Posted,Map to GL 6100
15 Feb-26,Marketing,Paid media,Google / LinkedIn,"6,308",ERP,M. Chen,manual adj,Map to GL 6100
01/1/26,R&D,AI automation,n8n,"8,441",ERP,Erikfinance ops,late invoice,
01/1/26,G&A,Accounting fees,Jason CPA,"4,858",manual Entry,Andres,Posted,Check sign
2026-04-01,R&D,Cloud hosting,AWS / Datadog,"6,244",Check,Andres,posted,Map to GL 6100
2026-02-26,Services,Prof services,Implementation clients,"(5,900)",Pos,M. Chen,,Map to GL 6100
01/1/26,Sales,CRM / RevOps tools,Salesforce / Outreach,"3,865",Pos,TBD,posted,
2026-04-01,R&D,Cloud hosting,AWS / Datadog,"5,736",Check,Andres,accrual,Vendor invoice late
2026-03-28,Sales,Sales commission,Payroll,"4,210",Pos,Erikfinance ops,needs mapping,Map to GL 6100
25 Mar-26,Mktg,Paid media,Google / LinkedIn,"(7,462)",Pos,Erikfinance ops,manual adj,Vendor invoice late
15 Apr-26,Services,Prof services,Implementation clients,"4,967",Check,TBD,,Timing issue
2026-01-25,Revenue,Subscr. revenue,Corp. clients,"(9,775)",Pos,Alex - FP&A,Posted,Check sign
01/1/26,Sales,Payroll - sales,Payroll,"6,972",Pos,M. Chen,Posted,One-off item
01/3/26,Marketing,Customer appr.,Gift hamper,"6,281",Check,Alex - FP&A,late invoice,Map to GL 6100
2026-02-26,G&A,Legal fees,Europa Law firm,"5,682",manual Entry,Erikfinance ops,accrual,One-off item
01/1/26,COGS,Materials,Walmart,"6,503",Check,Alex - FP&A,posted,Ask owner
01/2/26,COGS,Cloud hosting,AWS / Datadog,"(2,378)",ERP,Erikfinance ops,,Vendor invoice late
2026-04-01,Sales,Payroll - sales,Payroll,"6,741",Pos,Erikfinance ops,posted,Check sign
2026-04-01,Sales,Payroll - sales,Payroll,"3,229",Pos,Andres,accrual,Ask owner
15 Feb-26,R&D,AI automation,n8n,"9,930",manual Entry,M. Chen,accrual,Timing issue
01/3/26,G&A,Legal fees,Europa Law firm,"9,916",cash,M. Chen,accrual,Check sign
15 Feb-26,COGS,Cloud hosting,AWS / Datadog,"3,511",Check,Alex - FP&A,accrual,One-off item
