Raw ERP/Planning Export - intentionally messy,,,,,,,,
,,,,,,,,
Date,Dept,Account,Vendor / Customer,Amount EUR,Source,Owner,Status,Manual note
03 Feb-25,COGS,Payroll - eng,Payroll,"5,030",Check,Alex - FP&A,late invoice,Ask owner
23-Apr-26,Revenue,Product sales,Retail Customer,"4,186",cash,,manual adj,Map to GL 6100
02/23/25,Mktg,Events & webinars,Various,"9,488",cash,TBD,late invoice,Vendor invoice late
18 May-26,Marketing,Customer appr.,Gift hamper,"7,780",Pos,,late invoice,Timing issue
07 Apr-26,Services,Support tools,Zendesk / Gainsight,"(2,451)",Pos,TBD,posted,Map to GL 6100
03/21/25,Marketing,Paid media,Google / LinkedIn,232,ERP,Andres,needs mapping,Ask owner
2025-05-22,Services,Prof services,Implementation clients,"7,329",Pos,Andres,late invoice,Ask owner
04 Apr-26,Sales,Payroll - sales,Payroll,"(4,359)",cash,M. Chen,late invoice,Timing issue
2025-10-15,G&A,Accounting fees,Jason CPA,"7,314",Check,Alex - FP&A,accrual,Vendor invoice late
10 Oct-25,Revenue,Service,Retail Customer,193,Pos,finance ops,manual adj,One-off item
23-Sep-25,R&D,AI automation,n8n,"(4,844)",cash,Alex - FP&A,accrual,Timing issue
2025-08-16,Mktg,Events & webinars,Various,"4,958",Check,,late invoice,Map to GL 6100
01-Apr-25,G&A,Accounting fees,Jason CPA,"8,470",manual Entry,,posted,Map to GL 6100
09/10/25,Sales,Sales commission,Payroll,"(1,146)",cash,finance ops,needs mapping,One-off item
21-Jul-25,Mktg,Events & webinars,Various,"4,445",Check,Erik,accrual,
2025-05-19,Sales,Sales commission,Payroll,"9,701",cash,finance ops,needs mapping,Timing issue
2025-10-01,Services,Support tools,Zendesk / Gainsight,"3,645",Pos,M. Chen,,
20 Jun-26,G&A,Legal fees,Buchalter,"(8,904)",ERP,TBD,,Ask owner
2025-11-07,Marketing,Customer appr.,Amazon gift c.,"7,578",Check,TBD,manual adj,
04/17/25,Marketing,Customer appr.,Soccer Ticket,"2,403",ERP,Erik,,Timing issue
02/21/26,R&D,AI automation,n8n,"4,630",cash,TBD,Posted,Map to GL 6100
2025-08-20,Services,Support tools,Zendesk / Gainsight,"3,635",cash,TBD,manual adj,
2025-06-13,Services,Support tools,Zendesk / Gainsight,"(4,292)",Pos,,,Timing issue
31-May-25,COGS,Materials,Walmart,"2,754",manual Entry,Erik,,Vendor invoice late
27-Jan-25,Mktg,Events & webinars,Various,69,manual Entry,,accrual,Map to GL 6100
12/23/25,Revenue,Revenue,Retail Customer,"4,101",ERP,M. Chen,posted,Map to GL 6100
2026-05-21,R&D,Payroll - eng,Payroll,"6,080",Check,Erik,,Check sign
2026-01-17,G&A,Office rent,Landlord,"4,081",Pos,,Posted,
24 Apr-26,Services,Prof services,Implementation clients,(805),Check,Alex - FP&A,needs mapping,Timing issue
03/25/25,G&A,Office rent,Landlord,"7,280",Pos,finance ops,posted,
05-Apr-26,COGS,Cloud hosting,AWS / Datadog,"8,276",Check,Andres,manual adj,Vendor invoice late
07/09/26,R&D,AI automation,n8n,"5,714",Check,Erik,manual adj,Timing issue
16 Mar-25,R&D,AI automation,n8n,"9,550",Check,Erik,,Timing issue
21 Dec-25,R&D,Payroll - eng,Payroll,509,Pos,Alex - FP&A,,One-off item
2025-04-21,G&A,Office rent,Landlord,"3,960",Pos,TBD,needs mapping,Ask owner
11-Sep-25,R&D,Payroll - eng,Payroll,"8,185",Check,finance ops,posted,Ask owner
2025-11-14,G&A,Office rent,Landlord,"(8,041)",ERP,Andres,accrual,Check sign
02/12/25,Sales,CRM / RevOps tools,Salesforce / Outreach,"3,084",ERP,Andres,posted,Timing issue
2025-08-29,COGS,Cloud hosting,AWS / Datadog,"3,023",cash,Erik,Posted,Check sign
03/12/25,Sales,Payroll - sales,Payroll,"2,595",ERP,Andres,,Check sign
2025-08-23,Services,Prof services,Implementation clients,"8,405",Check,finance ops,Posted,
01/27/26,Marketing,Google Ads,Google / LinkedIn,"8,917",Pos,TBD,Posted,One-off item
15-Feb-25,Marketing,Google Ads,Google / LinkedIn,"(3,933)",ERP,Alex - FP&A,posted,One-off item
09 Nov-25,G&A,Office rent,Landlord,"2,824",manual Entry,M. Chen,accrual,Map to GL 6100
07 Apr-26,COGS,Cloud hosting,AWS / Datadog,"9,414",ERP,finance ops,needs mapping,Map to GL 6100
27 May-25,Mktg,Events & webinars,Various,152,Pos,TBD,Posted,Ask owner
2025-12-30,G&A,Office rent,Landlord,"9,155",ERP,Erik,late invoice,Vendor invoice late
2026-03-06,Revenue,Service,Corp. clients,"8,604",ERP,M. Chen,posted,Vendor invoice late
2025-12-30,COGS,Cloud hosting,AWS / Datadog,"3,166",ERP,Andres,needs mapping,One-off item
13-Sep-25,Revenue,Product sales,Corp. clients,"6,686",manual Entry,Andres,manual adj,One-off item
2025-01-15,Revenue,Service,Retail Customer,"9,221",Check,,accrual,Vendor invoice late
31 May-26,Services,Prof services,Implementation clients,"6,219",manual Entry,TBD,manual adj,
18 Aug-25,Sales,Sales commission,Payroll,"4,100",cash,Alex - FP&A,late invoice,Vendor invoice late
10 May-26,Marketing,Customer appr.,Soccer Ticket,"7,492",Pos,M. Chen,manual adj,Timing issue
07 Mar-25,R&D,AI automation,n8n,"3,275",cash,,Posted,Map to GL 6100
05-Feb-25,Services,Support tools,Zendesk / Gainsight,"4,306",Check,Alex - FP&A,needs mapping,Timing issue
02 Jul-25,COGS,Materials,Johnsons Supply,"4,531",Check,,late invoice,Ask owner
09 Jun-26,G&A,Accounting fees,Brandon,"3,220",cash,Andres,Posted,Timing issue
21-Jul-25,Marketing,Google Ads,Google / LinkedIn,"4,487",manual Entry,Erik,Posted,Timing issue
01/02/26,COGS,Cloud hosting,AWS / Datadog,"1,529",Pos,,manual adj,Vendor invoice late
03 Mar-26,G&A,Office rent,Landlord,"(5,319)",Check,Alex - FP&A,needs mapping,Timing issue
12/02/25,COGS,Payroll - eng,Payroll,"9,210",ERP,Andres,posted,Vendor invoice late
2025-07-26,G&A,Office rent,Landlord,"4,406",ERP,finance ops,,One-off item
01 Apr-26,R&D,Payroll - eng,Payroll,"4,605",manual Entry,Alex - FP&A,accrual,Timing issue
01-May-25,Services,Support tools,Zendesk / Gainsight,323,cash,,accrual,
2025-10-15,Marketing,Events & webinars,Various,"(5,611)",manual Entry,Alex - FP&A,posted,Vendor invoice late
19 Jun-25,Revenue,Subscr. revenue,Corp. clients,"2,580",Pos,Erik,accrual,Check sign
2025-07-12,Services,Prof services,Implementation clients,"8,426",manual Entry,TBD,needs mapping,Vendor invoice late
04 Jul-25,Sales,CRM / RevOps tools,Salesforce / Outreach,"9,723",Check,TBD,accrual,Map to GL 6100
2026-05-01,Mktg,Customer appr.,Gift hamper,"6,007",manual Entry,Erik,,One-off item
13 Mar-25,Marketing,Customer appr.,Soccer Ticket,"9,207",cash,,manual adj,Check sign
2025-11-19,R&D,Cloud hosting,AWS / Datadog,"2,793",Pos,Andres,needs mapping,Timing issue
2025-08-08,Marketing,Customer appr.,Soccer Ticket,"3,430",cash,TBD,posted,Map to GL 6100
03/25/25,Marketing,Events & webinars,Various,"1,327",Check,M. Chen,needs mapping,Check sign
10/11/25,COGS,Materials,Walmart,"5,028",Check,Andres,late invoice,One-off item
04/20/25,R&D,AI automation,n8n,"5,656",manual Entry,M. Chen,,Map to GL 6100
08/27/25,G&A,Legal fees,Europa Law firm,"7,105",ERP,finance ops,accrual,Ask owner
29-Nov-25,G&A,Office rent,Landlord,"3,255",Check,Andres,needs mapping,Ask owner
2025-01-15,Sales,CRM / RevOps tools,Salesforce / Outreach,"1,837",cash,Erik,,Map to GL 6100
2025-06-24,R&D,Payroll - eng,Payroll,"9,555",manual Entry,finance ops,,
03 Feb-25,COGS,Cloud hosting,AWS / Datadog,"4,308",manual Entry,finance ops,posted,Vendor invoice late
2025-12-09,COGS,Materials,Walmart,"2,980",ERP,Erik,accrual,Check sign
2026-01-04,COGS,Materials,Walmart,"(5,873)",manual Entry,Alex - FP&A,accrual,Check sign
10 Jul-25,R&D,AI automation,n8n,"3,889",ERP,Alex - FP&A,Posted,
15-Mar-26,R&D,AI automation,n8n,"9,165",ERP,Alex - FP&A,late invoice,One-off item
05/03/26,COGS,Materials,Home Depot,"(3,504)",cash,Alex - FP&A,Posted,Vendor invoice late
09/19/25,COGS,Payroll - eng,Payroll,"8,444",cash,TBD,late invoice,Map to GL 6100
19-Apr-25,Revenue,Product sales,Retail Customer,"4,021",ERP,finance ops,late invoice,One-off item
11-Sep-25,G&A,Legal fees,Europa Law firm,"2,334",ERP,,,Timing issue
19 Feb-25,COGS,Cloud hosting,AWS / Datadog,"(4,893)",manual Entry,finance ops,Posted,Vendor invoice late
03 Apr-26,COGS,Materials,Johnsons Supply,387,Pos,finance ops,,One-off item
06/01/26,G&A,Office rent,Landlord,"(5,122)",Check,Andres,manual adj,Map to GL 6100
21-Apr-26,Sales,Sales commission,Payroll,"1,987",ERP,TBD,,
01/24/26,COGS,Payroll - eng,Payroll,"4,765",Pos,Alex - FP&A,needs mapping,
2026-01-20,COGS,Materials,Walmart,"2,074",Pos,TBD,posted,Map to GL 6100
13 Jan-25,Marketing,Customer appr.,Soccer Ticket,"2,390",Check,M. Chen,needs mapping,Ask owner
03 Feb-25,COGS,Payroll - eng,Payroll,"1,124",cash,Andres,Posted,Timing issue
01/19/25,Marketing,Paid media,Google / LinkedIn,"(5,393)",Pos,Andres,accrual,Map to GL 6100
21-Apr-26,R&D,AI automation,n8n,"2,940",cash,M. Chen,accrual,Vendor invoice late
2025-11-27,Marketing,Google Ads,Google / LinkedIn,"8,295",cash,M. Chen,Posted,Vendor invoice late
25-Jan-26,R&D,Payroll - eng,Payroll,"(9,532)",ERP,M. Chen,posted,
2025-01-04,Revenue,Revenue,Corp. clients,"7,612",ERP,,needs mapping,Check sign
2026-02-14,R&D,AI automation,n8n,"(9,577)",manual Entry,TBD,needs mapping,Ask owner
05/06/26,COGS,Payroll - eng,Payroll,"(9,350)",ERP,TBD,late invoice,One-off item
12 May-25,Revenue,Revenue,Corp. clients,"6,237",cash,Andres,posted,Vendor invoice late
05/06/26,Mktg,Events & webinars,Various,"7,767",Check,finance ops,accrual,
03 Sep-25,R&D,Payroll - eng,Payroll,"2,791",ERP,Andres,accrual,Timing issue
04-May-26,Services,Prof services,Implementation clients,"9,062",ERP,finance ops,late invoice,Timing issue
2025-04-21,Marketing,Events & webinars,Various,"4,602",cash,Alex - FP&A,accrual,Ask owner
06 Sep-25,Services,Prof services,Implementation clients,"(6,452)",ERP,Andres,needs mapping,Vendor invoice late
03-Mar-25,Mktg,Paid media,Google / LinkedIn,"3,807",ERP,,Posted,One-off item
07 Jul-25,COGS,Cloud hosting,AWS / Datadog,"4,691",Check,Andres,accrual,Vendor invoice late
2025-04-08,G&A,Accounting fees,Brandon,"2,635",manual Entry,Alex - FP&A,late invoice,Vendor invoice late
24 Dec-25,Services,Support tools,Zendesk / Gainsight,"2,989",ERP,Erik,accrual,
2025-08-16,Revenue,Subscr. revenue,Corp. clients,"7,525",manual Entry,Andres,accrual,
23-Feb-26,Sales,CRM / RevOps tools,Salesforce / Outreach,"7,542",manual Entry,TBD,,Ask owner
2025-08-19,Mktg,Paid media,Google / LinkedIn,"1,237",Check,Andres,needs mapping,One-off item
16-May-26,Services,Support tools,Zendesk / Gainsight,"1,120",manual Entry,finance ops,,Map to GL 6100
02/27/25,Revenue,Subscr. revenue,Retail Customer,"5,021",manual Entry,Alex - FP&A,,
25 Feb-25,G&A,Legal fees,Buchalter,"2,074",Pos,finance ops,manual adj,Map to GL 6100
2026-01-17,G&A,Accounting fees,Brandon,"2,710",manual Entry,M. Chen,manual adj,Map to GL 6100
12 Jan-25,G&A,Legal fees,Buchalter,"7,685",ERP,finance ops,Posted,Map to GL 6100
02/17/25,Revenue,Service,Corp. clients,"3,337",cash,Erik,needs mapping,Vendor invoice late
06-Jun-26,Sales,Sales commission,Payroll,"7,116",ERP,M. Chen,posted,Vendor invoice late
28-Jul-25,Marketing,Paid media,Google / LinkedIn,"6,576",cash,Alex - FP&A,posted,Check sign
31-May-25,Marketing,Google Ads,Google / LinkedIn,(373),Check,Erik,,Map to GL 6100
03 Jul-26,R&D,AI automation,n8n,213,ERP,M. Chen,needs mapping,
2025-07-12,Revenue,Service,Retail Customer,"1,703",ERP,M. Chen,manual adj,One-off item
16 Nov-25,COGS,Payroll - eng,Payroll,"4,308",Check,Andres,,Map to GL 6100
2025-08-23,Revenue,Service,Corp. clients,"7,590",cash,Erik,accrual,Check sign
2026-06-11,Services,Support tools,Zendesk / Gainsight,474,ERP,Alex - FP&A,,Vendor invoice late
2025-11-30,Marketing,Paid media,Google / LinkedIn,"6,317",manual Entry,finance ops,Posted,Check sign
09/30/25,Marketing,Google Ads,Google / LinkedIn,"7,763",Pos,Erik,manual adj,Ask owner
02 Apr-26,Mktg,Paid media,Google / LinkedIn,"1,943",ERP,Andres,posted,Vendor invoice late
10 May-26,Mktg,Paid media,Google / LinkedIn,"9,790",cash,finance ops,posted,Check sign
05-Jun-25,Marketing,Google Ads,Google / LinkedIn,"5,177",cash,TBD,manual adj,Vendor invoice late
30-May-25,COGS,Cloud hosting,AWS / Datadog,"9,656",Pos,M. Chen,needs mapping,
11-Feb-25,Sales,Payroll - sales,Payroll,"4,592",Pos,Alex - FP&A,Posted,
11/26/25,Revenue,Service,Retail Customer,"9,265",cash,,manual adj,Vendor invoice late
23-Apr-26,R&D,Cloud hosting,AWS / Datadog,"1,654",Pos,Erik,needs mapping,One-off item
21 Dec-25,Marketing,Google Ads,Google / LinkedIn,577,cash,Alex - FP&A,Posted,Vendor invoice late
03/22/25,Revenue,Revenue,Corp. clients,"8,240",cash,finance ops,,Vendor invoice late
2025-12-18,R&D,Payroll - eng,Payroll,"3,915",manual Entry,Erik,Posted,Map to GL 6100
24 Jan-25,R&D,Payroll - eng,Payroll,"3,634",Pos,finance ops,late invoice,Timing issue
02/12/25,Sales,CRM / RevOps tools,Salesforce / Outreach,"6,941",Pos,,manual adj,Check sign
27 Mar-25,G&A,Legal fees,Buchalter,"3,505",Pos,Andres,manual adj,Map to GL 6100
09/10/25,Marketing,Google Ads,Google / LinkedIn,"3,923",cash,TBD,accrual,Vendor invoice late
2025-02-04,G&A,Office rent,Landlord,"(7,986)",Check,Andres,late invoice,Timing issue
11-Sep-25,Marketing,Paid media,Google / LinkedIn,"9,850",cash,Erik,accrual,
2025-08-19,Marketing,Paid media,Google / LinkedIn,"1,049",cash,Erik,Posted,Ask owner
25-May-26,Services,Prof services,Implementation clients,"6,594",cash,Andres,manual adj,Ask owner
2025-04-08,Sales,CRM / RevOps tools,Salesforce / Outreach,"4,332",Check,Erik,Posted,Vendor invoice late
04-Oct-25,Services,Prof services,Implementation clients,"7,040",Check,M. Chen,accrual,Map to GL 6100
02 Apr-26,Services,Prof services,Implementation clients,"9,758",manual Entry,finance ops,late invoice,Timing issue
2025-12-18,Marketing,Paid media,Google / LinkedIn,"3,028",Pos,M. Chen,late invoice,Ask owner
19 Mar-26,Marketing,Paid media,Google / LinkedIn,"7,826",ERP,Alex - FP&A,needs mapping,Check sign
31-Mar-25,Marketing,Paid media,Google / LinkedIn,"9,584",Pos,TBD,Posted,Map to GL 6100
23-Mar-26,Mktg,Paid media,Google / LinkedIn,"3,683",manual Entry,,Posted,Map to GL 6100
03/12/25,R&D,AI automation,n8n,"(2,673)",ERP,Alex - FP&A,posted,
03 Jan-26,COGS,Payroll - eng,Payroll,"3,399",manual Entry,TBD,Posted,Map to GL 6100
24-Apr-25,G&A,Accounting fees,Jason CPA,"1,084",Pos,M. Chen,needs mapping,Timing issue
2026-05-21,COGS,Cloud hosting,AWS / Datadog,"(8,713)",cash,finance ops,,One-off item
01/24/26,G&A,Accounting fees,Brandon,"9,992",ERP,TBD,Posted,
01-May-25,Services,Support tools,Zendesk / Gainsight,"8,939",ERP,,accrual,One-off item
09 Jun-26,Mktg,Paid media,Google / LinkedIn,"7,937",cash,Andres,needs mapping,
27 May-25,Mktg,Customer appr.,Amazon gift c.,"(1,595)",Check,Alex - FP&A,late invoice,Timing issue
03 Jan-26,Sales,CRM / RevOps tools,Salesforce / Outreach,980,Pos,finance ops,needs mapping,Ask owner
26-Jun-26,Revenue,Product sales,Retail Customer,"8,975",Pos,finance ops,posted,Vendor invoice late
05/13/26,R&D,AI automation,n8n,"(4,241)",manual Entry,Erik,posted,Check sign
05-Apr-26,Revenue,Subscr. revenue,Retail Customer,"1,421",cash,finance ops,needs mapping,Check sign
2025-02-02,Marketing,Google Ads,Google / LinkedIn,"6,506",Pos,M. Chen,,Timing issue
2025-06-24,COGS,Materials,Walmart,"9,832",cash,,accrual,Timing issue
07 Jul-26,Services,Prof services,Implementation clients,"8,691",Pos,finance ops,Posted,
12 May-25,Services,Prof services,Implementation clients,"1,329",Pos,Andres,Posted,One-off item
06-Jun-26,COGS,Materials,Johnsons Supply,"4,162",manual Entry,Alex - FP&A,manual adj,Vendor invoice late
17-Feb-26,G&A,Office rent,Landlord,"8,250",cash,Andres,posted,Ask owner
06/11/25,Mktg,Paid media,Google / LinkedIn,122,ERP,,accrual,Ask owner
04-May-26,COGS,Cloud hosting,AWS / Datadog,"1,247",Pos,M. Chen,needs mapping,Check sign
17 May-25,G&A,Office rent,Landlord,"3,122",cash,Alex - FP&A,posted,Ask owner
08 Jan-26,Revenue,Product sales,Corp. clients,"1,400",ERP,Andres,accrual,One-off item
16-May-26,G&A,Office rent,Landlord,"(1,250)",cash,,accrual,One-off item
2026-01-17,Revenue,Product sales,Retail Customer,"5,759",Pos,Erik,manual adj,Vendor invoice late
20 Feb-26,G&A,Office rent,Landlord,"7,846",manual Entry,,manual adj,Check sign
04/20/25,Marketing,Customer appr.,Amazon gift c.,234,Check,Alex - FP&A,Posted,Check sign
23 Jun-26,Sales,Sales commission,Payroll,"4,550",Pos,finance ops,Posted,
2026-01-04,Services,Prof services,Implementation clients,"8,794",ERP,M. Chen,needs mapping,Vendor invoice late
05/04/25,G&A,Office rent,Landlord,"5,511",ERP,finance ops,,Timing issue
03 Jan-26,Marketing,Paid media,Google / LinkedIn,"(7,320)",ERP,Erik,Posted,Ask owner
02-Aug-25,Sales,CRM / RevOps tools,Salesforce / Outreach,"(6,329)",ERP,finance ops,posted,One-off item
2025-12-31,Services,Prof services,Implementation clients,"1,797",Check,TBD,,Check sign
25 Feb-25,Marketing,Customer appr.,Gift hamper,"1,616",Check,,,Map to GL 6100
27-Jun-25,Revenue,Service,Retail Customer,"5,793",cash,Alex - FP&A,Posted,Check sign
01/27/26,Mktg,Events & webinars,Various,"6,536",ERP,Alex - FP&A,posted,One-off item
21 Dec-25,Marketing,Google Ads,Google / LinkedIn,"9,566",ERP,finance ops,accrual,Timing issue
24-Feb-26,Marketing,Google Ads,Google / LinkedIn,"1,398",cash,TBD,late invoice,Vendor invoice late
2025-12-20,COGS,Materials,Electric house,"(1,896)",Pos,TBD,manual adj,Map to GL 6100
2025-05-19,Mktg,Events & webinars,Various,"9,523",Check,Andres,needs mapping,Vendor invoice late
03/25/25,Services,Support tools,Zendesk / Gainsight,"4,096",ERP,Andres,accrual,One-off item
06/13/26,Sales,CRM / RevOps tools,Salesforce / Outreach,"9,398",Pos,TBD,,
28 Jun-26,Mktg,Paid media,Google / LinkedIn,"9,070",Pos,,needs mapping,Ask owner
2025-07-13,COGS,Payroll - eng,Payroll,"1,157",cash,Andres,needs mapping,Ask owner
03-Mar-25,Sales,CRM / RevOps tools,Salesforce / Outreach,"8,909",Check,Andres,needs mapping,Check sign
19 Apr-26,Services,Support tools,Zendesk / Gainsight,"6,705",cash,Alex - FP&A,,Timing issue
06/10/26,Mktg,Customer appr.,Gift hamper,832,ERP,Alex - FP&A,Posted,Vendor invoice late
2025-09-16,R&D,AI automation,n8n,"(4,391)",ERP,finance ops,manual adj,
02/20/25,Services,Support tools,Zendesk / Gainsight,"1,408",Pos,Erik,late invoice,One-off item
06 Jan-26,R&D,Payroll - eng,Payroll,"3,926",Check,Andres,late invoice,Vendor invoice late
12/23/25,Services,Support tools,Zendesk / Gainsight,"2,878",manual Entry,TBD,manual adj,Ask owner
29 Jun-26,Sales,CRM / RevOps tools,Salesforce / Outreach,"9,620",manual Entry,M. Chen,posted,Vendor invoice late
06-Jun-26,COGS,Cloud hosting,AWS / Datadog,"1,828",cash,finance ops,accrual,Timing issue
2025-02-02,Revenue,Product sales,Corp. clients,"5,192",ERP,Erik,manual adj,
03 Feb-25,Services,Prof services,Implementation clients,"9,157",manual Entry,Erik,posted,Vendor invoice late
20 Oct-25,COGS,Cloud hosting,AWS / Datadog,131,Pos,TBD,,Check sign
2025-01-04,Services,Support tools,Zendesk / Gainsight,"4,717",manual Entry,Alex - FP&A,posted,Vendor invoice late
25 Feb-25,Mktg,Customer appr.,Gift hamper,"9,810",manual Entry,,manual adj,Timing issue
18 May-26,Revenue,Revenue,Corp. clients,"8,632",Pos,Erik,accrual,Check sign
29-Mar-26,Revenue,Product sales,Corp. clients,"5,578",manual Entry,TBD,late invoice,Check sign
26-Jun-26,Services,Prof services,Implementation clients,"3,444",ERP,Alex - FP&A,posted,One-off item
05/08/26,Revenue,Service,Retail Customer,"4,538",ERP,M. Chen,manual adj,Ask owner
14 Aug-25,Mktg,Events & webinars,Various,"9,181",Pos,TBD,manual adj,Timing issue
2025-06-03,G&A,Office rent,Landlord,"2,824",Pos,M. Chen,accrual,
28-Mar-25,Sales,Sales commission,Payroll,"(1,499)",manual Entry,finance ops,posted,Timing issue
05/04/25,R&D,AI automation,n8n,"6,489",Check,,late invoice,One-off item
2025-07-18,Mktg,Customer appr.,Gift hamper,"1,595",manual Entry,Alex - FP&A,manual adj,Ask owner
07 Mar-25,Mktg,Customer appr.,Soccer Ticket,"2,571",Pos,,,Map to GL 6100
2025-09-14,Services,Prof services,Implementation clients,"(2,530)",manual Entry,Andres,needs mapping,
2025-08-29,Sales,CRM / RevOps tools,Salesforce / Outreach,"(7,948)",Pos,Alex - FP&A,needs mapping,
05/22/26,Revenue,Revenue,Retail Customer,416,Check,Andres,Posted,One-off item
2025-07-18,Sales,CRM / RevOps tools,Salesforce / Outreach,"8,151",Check,TBD,posted,One-off item
21-Jul-25,Marketing,Paid media,Google / LinkedIn,456,ERP,Alex - FP&A,,One-off item
16 Nov-25,R&D,AI automation,n8n,"5,305",manual Entry,finance ops,needs mapping,Timing issue
2025-11-14,COGS,Materials,Walmart,"9,091",ERP,,needs mapping,Map to GL 6100
27 May-25,G&A,Office rent,Landlord,74,Check,Alex - FP&A,posted,
2025-05-22,Marketing,Paid media,Google / LinkedIn,"6,005",Check,finance ops,late invoice,Timing issue
